x,y
0.00804925134193435,0.02500098986379476
0.02664328091157364,0.02500098986379476
0.04523731048121302,0.02500098986379476
0.06383134005085231,0.02500098986379476
0.08242536962049166,0.02500098986379476
0.10101939919013095,0.02500098986379476
0.1196134287597703,0.02500098986379476
0.1382074583294096,0.0251625176375731
0.15680148789904894,0.02517867041495092
0.17539551746868823,0.02517867041495092
0.19398954703832758,0.02517867041495092
0.21258357660796687,0.0251625176375731
0.23117760617760622,0.0251625176375731
0.2497716357472455,0.02517867041495092
0.2683656653168849,0.02517867041495092
0.28695969488652406,0.02517867041495092
0.30555372445616336,0.0251625176375731
0.32414775402580276,0.025146364860195253
0.34274178359544205,0.02517867041495092
0.36133581316508134,0.02517867041495092
0.37992984273472064,0.02517867041495092
0.39852387230436004,0.02517867041495092
0.41711790187399933,0.02517867041495092
0.4357119314436386,0.025356350966107083
0.4543059610132779,0.025356350966107083
0.4728999905829173,0.02538865652086275
0.4914940201525566,0.025420962075618392
0.5100880497221959,0.02561479540415243
0.5286820792918352,0.02632551760877705
0.5472761088614746,0.0263319787197282
0.5658701384311139,0.026365899552221655
0.6030581975703925,0.027811573127537653
0.6216522271400319,0.028667670328562822
0.6402462567096712,0.029669142525988457
0.6588402862793105,0.031106739712615572
0.6774343158489498,0.03307737855271117
0.6951831622563328,0.03614156042128605
0.7103964591769467,0.03948195478302188
0.7222290234485356,0.04350938060922818
0.7323712213956115,0.04768487356139797
0.7399778698559185,0.051830753088375064
0.7454715604105847,0.055562044662654436
0.7501200678029946,0.05964869733924613
0.7560363499387889,0.06404629098036113
0.7602622657500705,0.06965803505437654
0.7639810716639984,0.07514244140006338
0.7677481737586266,0.08117342696502106
0.7710806102269515,0.08800651330376942
0.7741232696110745,0.09337246594868548
0.7780111121574534,0.09928133138880092
0.7788562953197098,0.10406883512828637
0.7813918448064789,0.11022842756836661
0.7822370279687352,0.11583128761482421
0.7843499858743761,0.12047467268503856
0.7860403521988888,0.12534608112923662
0.7873081269422733,0.13131318630556438
0.788998493266786,0.13551829268292687
0.7911114511724269,0.13996030646183089
0.7932244090780676,0.14819283866539967
0.7906888595912986,0.14351391748495407
0.5837837837837836,0.02727272727272731
