x,y
0.013120350315472346,0.02850614255478448
0.03171437988511169,0.028619211996429306
0.050308409454750985,0.028699975883318463
0.06890243902439033,0.028893809211852473
0.08749646859402962,0.029023031430875146
0.10609049816366897,0.02941069808794311
0.12468452773330826,0.029782211967633282
0.1432785573029476,0.030202184179456915
0.1618725868725869,0.030832142497192405
0.18046661644222625,0.03139748970541656
0.19906064601186554,0.03205975357790772
0.2176546755815049,0.03296430911106635
0.23624870515114418,0.0339819340858698
0.25484273472078356,0.03514493405707378
0.27343676429042285,0.03663098957583438
0.29203079386006203,0.03819780898148417
0.31062482342970155,0.04023305893109111
0.32921885299934084,0.04272058664727735
0.34781288256898013,0.0457411560169321
0.3664069121386194,0.049149392043654816
0.38331057538374613,0.053173228363777164
0.39683350597984746,0.05660274503371196
0.4086660702514361,0.06061324890266531
0.4196534513607685,0.06459413934642597
0.4281052829833317,0.0685327248970542
0.43571193144363873,0.07254830535318343
0.44331857990394574,0.07652834969908143
0.4496574536208683,0.0803573655764967
0.45472855259440625,0.08394651270985115
0.46072935304642626,0.0883263382958505
0.4664765985497692,0.09251959930313591
0.4720548074206611,0.09705045335761801
0.4772949430266503,0.10183006018371873
0.48202796873528575,0.10648529062401016
0.48473255485450606,0.11093914977299126
0.48811328750353133,0.11486292861102314
0.49233920331481307,0.11988240418118469
0.4965651191260947,0.12547934154260376
0.4999458517751201,0.13026783239626227
0.5040027309539504,0.13519846769084576
0.5083976833976833,0.13996030646183089
0.5160043318579903,0.14262551472917329
