 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-2.9007153595987596e-04  1.5389716645205456e-20
 2.7855280084067735e-04  4.3484802825795326e-20
 0.0000000000000000e+00  0.0000000000000000e+00
-3.8057828981508869e-02 -4.4389843785688714e-20
 3.8770895599546246e-02 -6.0906970698984810e-20
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-1.2089642921056111e-03 -2.9840332070290772e-20
 1.8273816405445650e-03 -7.6431786782474552e-20
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-2.2377778881256557e-03 -2.5196265565633202e-19
 5.3202980912712946e-03  8.5893517552575446e-20
 1.0799177636661804e-01  1.5458351248999751e-19
-7.6507281757284371e-02  1.4293680608629676e-19
 5.0949452226779240e-02 -4.9551426011466377e-20
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-1.8083638167742996e-03 -1.2738483364214476e-19
 1.1979809531356639e-03 -1.1936098929710864e-19
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-5.1683087381013864e-03  1.3743123419563981e-19
 2.0686496013474806e-03 -9.1621880216567172e-20
-1.0399417505275466e-01  1.2917256263190082e-19
-4.4280519062716329e-02 -2.7189769126887705e-19
 6.6197248422518937e-02 -1.5246595087732082e-19
-5.2181360331522968e-03 -1.9745629247323934e-19
 5.1420573861983938e-03 -3.2910056228653095e-20
-8.3953601700309487e-03 -0.0000000000000000e+00
 1.1581377041538088e-02  5.9679121742618247e-20
-1.1438891101060125e-02  5.3711645318843657e-19
 7.8116356553951105e-03 -0.0000000000000000e+00
-1.7846787242534117e-02  4.5810709217073980e-19
 1.6903125003446567e-02 -1.1910555017883813e-18
-1.3413420872016506e-02 -1.0958488319651310e-19
-3.8078696838581658e-02 -4.9360841985555510e-19
 2.2018969739073444e-02  3.4749525953436332e-19
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-3.1306036492498952e-03  3.5808505228694760e-19
 1.0458375226182781e-02 -5.0953581097493564e-20
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-3.9923960451978182e-03  4.6956908225484062e-19
 1.7336387960718330e-02 -5.1533409281551841e-19
 1.6442658258832793e-01 -2.3293408450260201e-19
-1.3365030927142477e-01 -1.0164396361647530e-19
-4.5824745400296551e-03 -8.8938464851199562e-21
-1.1609641681139494e-02 -5.2654520881884592e-19
 2.1027296875542272e-02  7.8983598537107128e-19
-2.3986948195699472e-02  2.3871979091677559e-19
 2.9159835410215645e-02  2.8534922975159410e-18
-1.4658451223011962e-02 -4.0762067428530156e-19
 3.2908271689143689e-02 -1.1935416425628043e-18
-3.0018299749867271e-02 -3.2067799596943380e-19
 4.4675837962353498e-02 -1.3742529323281835e-19
-2.5231764950235561e-02 -2.2234611911141687e-18
-5.6170997486298398e-02  1.7914744778909603e-19
-4.1848350409799256e-02 -9.2750095746283431e-20
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-9.6650685049244033e-03 -1.0190486735525419e-19
 2.6100446097011157e-03  3.5808344803332980e-19
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-1.4873809011660888e-02 -2.0041314105366012e-20
 2.7655612763715690e-03  1.6606490031770720e-19
-1.3728048270937382e-01  4.0445827902238800e-19
 1.8122620528281990e-02 -3.1382580952607786e-19
 8.5862165690712131e-02  1.7279470639162305e-19
-1.9741247662999735e-02 -1.6454290492241715e-18
 9.5612997477902660e-03 -7.8985112456270394e-19
-2.9422940224365302e-02 -4.0761272703783950e-19
 2.0154759962678973e-02  1.3129578859579561e-18
-2.8833283533555194e-02  7.1613652511537822e-19
 1.0184787857098540e-02  1.0191145401710912e-18
-4.2001313184365195e-02  4.5809471833647688e-20
 2.1141479591899152e-02  1.1910726818020460e-18
-3.8054351215855424e-02 -1.5611872577714136e-18
 1.6258505646441424e-02 -5.9969918844259709e-19
 1.9019244130475940e-02 -1.0507441586514800e-18
-3.8850941167773663e-02  9.2143012996618956e-19
 3.4158001608707488e-02 -9.2150068456063746e-19
-4.8122667311321574e-02 -2.4456414008690755e-18
 5.1280009863693618e-02 -5.3711290907025634e-19
-5.4626161775148459e-02  1.1935707717654999e-18
 3.5333560318324568e-02 -2.0382564303152056e-18
-6.6996113248997097e-02 -4.5809943239509216e-20
 5.2575829112739621e-02  7.7876712505996837e-19
-6.2000453841029146e-02  6.6206211753214810e-18
 1.6216119260836163e-02  9.9865179421717714e-19
-4.5398437347976557e-02  3.0188252230857866e-18
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-4.8581306327270838e-03 -2.3872385711769066e-19
 2.5776747071845078e-02  8.1522705799100664e-19
 0.0000000000000000e+00  0.0000000000000000e+00
 0.0000000000000000e+00  0.0000000000000000e+00
-5.7773576984657075e-03 -2.5196492896539804e-19
 3.5972103256253156e-02 -6.8705928522335427e-19
 6.4801195174199924e-02  9.6350010073500338e-19
-1.9098315293330340e-01  9.2496003123644665e-19
-1.0448389449734234e-01  9.5037110843565587e-19
-1.7743737931829109e-02 -6.5817500792514699e-19
 4.7740992958784867e-02 -5.2654958039163652e-19
-3.6113476384173566e-02 -5.9680157862026348e-19
 6.3260990444247794e-02 -2.8534834231087444e-18
-2.1011143847672352e-02  8.1523033248189058e-19
 6.5042368420283811e-02  2.8643679148322665e-18
-4.2424379131538542e-02  6.1845456315677481e-19
 8.5200309880822250e-02 -2.7484089608531560e-18
